"reldenom","egender","ks2aps","region","instype","totpups","ofstedgrade"
"Religious","Mixed",25.3,"South East","Academy",1264,"Requires Improvement"
"Non-religious","Mixed",24.6,"South East","Academy",809,"Good"
"Non-religious","Single-sex",27.9,"South East","Academy",1075,"Good"
"Religious","Mixed",26.3,"South East","Academy",1327,"Requires Improvement"
"Non-religious","Mixed",28.1,"South East","Academy",1156,"Good"
"Non-religious","Mixed",27.8,"South East","Academy",1006,"Good"
"Non-religious","Mixed",27.1,"South East","Community",1022,"Good"
"Non-religious","Mixed",NA,"South East","Other",12,"Requires Improvement"
"Non-religious","Mixed",NA,"South East","Community",55,"Good"
"Non-religious","Mixed",NA,"South East","Community",44,"Good"
"Non-religious","Mixed",NA,"South East","Academy",83,"Outstanding"
"Non-religious","Mixed",NA,"South East","Community",106,"Outstanding"
"Non-religious","Mixed",13.9,"South East","Academy",121,"Outstanding"
"Non-religious","Mixed",NA,"South East","Community",86,"Requires Improvement"
"Non-religious","Mixed",NA,"South East","Academy",85,"Good"
"Non-religious","Mixed",7,"South East","Community",78,"Good"
"Non-religious","Mixed",16.6,"South East","Community",52,"Good"
"Non-religious","Mixed",NA,"South East","Community",84,"Good"
"Non-religious","Single-sex",NA,"South East","Other",44,"Outstanding"
"Non-religious","Mixed",19.4,"South East","Foundation",60,"Good"
"Religious","Mixed",28,"South West","Academy",606,"Good"
"Non-religious","Mixed",27.3,"South West","Academy",940,"Good"
"Religious","Mixed",28.3,"South West","Academy",1583,"Good"
"Religious","Mixed",26.4,"South West","Academy",1193,"Requires Improvement"
"Religious","Single-sex",23.9,"South West","Academy",193,"Good"
"Non-religious","Mixed",26.5,"South West","Academy",873,"Good"
"Non-religious","Mixed",28.7,"South West","Academy",1192,"Outstanding"
"Religious","Mixed",27,"South West","Foundation",937,"Good"
"Non-religious","Mixed",28.3,"South West","Academy",1000,"Good"
"Non-religious","Mixed",27.1,"South West","Community",1205,"Good"
"Religious","Mixed",28,"South West","Academy",1058,"Good"
"Non-religious","Mixed",27.6,"South West","Community",1288,"Outstanding"
"Non-religious","Mixed",27.5,"South West","Academy",1233,"Outstanding"
"Non-religious","Mixed",28.7,"South West","Academy",1434,"Good"
"Non-religious","Mixed",28.1,"South West","Community",1328,"Good"
"Non-religious","Mixed",26.7,"South West","Community",468,"Requires Improvement"
"Religious","Mixed",28.1,"South West","Academy",1179,"Good"
"Non-religious","Mixed",28.2,"South West","Academy",799,"Good"
"Non-religious","Mixed",28.2,"South West","Academy",992,"Good"
"Religious","Mixed",25.1,"South West","Foundation",719,"Requires Improvement"
"Non-religious","Mixed",27.3,"South West","Academy",373,"Requires Improvement"
"Religious","Mixed",28,"South West","Academy",502,"Good"
"Non-religious","Mixed",26.9,"South West","Academy",610,"Requires Improvement"
"Non-religious","Mixed",NA,"South West","Academy",189,"Good"
"Religious","Mixed",26.1,"South West","Academy",622,"Requires Improvement"
"Religious","Mixed",27,"South West","Voluntary",604,"Good"
"Non-religious","Mixed",26.4,"South West","Academy",1111,"Inadequate"
"Non-religious","Mixed",27.1,"South West","Academy",733,"Good"
"Religious","Mixed",26.6,"South West","Academy",476,"Good"
"Non-religious","Mixed",NA,"South West","Community",50,"Good"
"Non-religious","Mixed",8.4,"South West","Community",49,"Good"
"Non-religious","Mixed",9,"South West","Foundation",87,"Good"
"Non-religious","Mixed",9.9,"South West","Community",87,"Good"
"Non-religious","Mixed",NA,"South West","Community",74,"Outstanding"
"Non-religious","Mixed",4,"South West","Community",93,"Good"
"Non-religious","Single-sex",NA,"South West","Community",52,"Good"
"Religious","Mixed",26.9,"East of England","Academy",277,"Good"
"Non-religious","Mixed",27.2,"East of England","Community",866,"Inadequate"
"Non-religious","Mixed",26.6,"East of England","Academy",1272,"Requires Improvement"
"Non-religious","Mixed",27.8,"East of England","Academy",978,"Outstanding"
"Non-religious","Mixed",25.8,"East of England","Academy",717,"Good"
"Religious","Mixed",26.4,"East of England","Academy",657,"Inadequate"
"Religious","Mixed",27.8,"East of England","Community",660,"Good"
"Non-religious","Mixed",27.8,"East of England","Academy",1722,"Good"
"Religious","Mixed",28.1,"East of England","Academy",648,"Outstanding"
"Religious","Mixed",27.9,"East of England","Academy",915,"Good"
"Religious","Mixed",24.7,"East of England","Academy",618,"Requires Improvement"
"Non-religious","Mixed",27.5,"East of England","Academy",1873,"Outstanding"
"Non-religious","Mixed",26.8,"East of England","Academy",1321,"Requires Improvement"
"Religious","Mixed",28.1,"East of England","Academy",751,"Good"
"Non-religious","Mixed",27.8,"East of England","Academy",927,"Outstanding"
"Non-religious","Mixed",28.7,"East of England","Academy",408,"Requires Improvement"
"Religious","Mixed",25.5,"East of England","Academy",398,"Inadequate"
"Non-religious","Mixed",25.7,"East of England","Academy",832,"Inadequate"
"Non-religious","Mixed",28.4,"East of England","Academy",1751,"Good"
"Religious","Mixed",27.3,"East of England","Voluntary",1366,"Good"
"Non-religious","Mixed",26.1,"East of England","Academy",1082,"Good"
"Non-religious","Mixed",27.9,"East of England","Community",1677,"Good"
"Non-religious","Mixed",24.9,"East of England","Academy",935,"Requires Improvement"
"Religious","Mixed",26.2,"East of England","Academy",447,"Inadequate"
"Religious","Mixed",25.2,"East of England","Academy",697,"Good"
"Non-religious","Mixed",26.4,"East of England","Foundation",895,"Good"
"Religious","Mixed",29.1,"East of England","Academy",1021,"Good"
"Religious","Mixed",27.1,"East of England","Voluntary",724,"Requires Improvement"
"Religious","Mixed",26.8,"East of England","Academy",1234,"Outstanding"
"Religious","Mixed",25.4,"East of England","Academy",246,"Good"
"Non-religious","Mixed",27.2,"East of England","Academy",1305,"Good"
"Religious","Mixed",25.2,"East of England","Academy",534,"Good"
"Non-religious","Mixed",26.1,"East of England","Community",728,"Requires Improvement"
"Non-religious","Mixed",26.4,"East of England","Community",657,"Good"
"Non-religious","Mixed",27.8,"East of England","Academy",266,"Good"
"Non-religious","Mixed",28.7,"East of England","Academy",1092,"Outstanding"
"Non-religious","Mixed",26.9,"East of England","Community",1952,"Good"
"Religious","Mixed",26.1,"East of England","Academy",996,"Requires Improvement"
"Non-religious","Mixed",11.5,"East of England","Academy",134,"Outstanding"
"Non-religious","Mixed",NA,"East of England","Foundation",112,"Good"
"Non-religious","Mixed",3,"East of England","Community",75,"Outstanding"
"Non-religious","Mixed",7,"East of England","Academy",135,"Outstanding"
"Non-religious","Mixed",3,"East of England","Community",125,"Requires Improvement"
"Non-religious","Mixed",7,"East of England","Academy",91,"Outstanding"
"Non-religious","Mixed",5.1,"East of England","Community",117,"Good"
"Religious","Mixed",28.8,"South East","Voluntary",1396,"Outstanding"
"Non-religious","Mixed",27.6,"South East","Community",947,"Good"
"Non-religious","Mixed",28.6,"South East","Community",1421,"Good"
"Religious","Mixed",27.5,"South East","Academy",1216,"Good"
"Non-religious","Mixed",25.8,"South East","Community",568,"Good"
"Religious","Mixed",28.4,"South East","Academy",1041,"Good"
"Religious","Mixed",27.7,"South East","Academy",1361,"Good"
"Non-religious","Mixed",26.4,"South East","Community",494,"Good"
"Religious","Mixed",27.7,"South East","Voluntary",678,"Good"
"Non-religious","Mixed",NA,"South East","Academy",196,"Good"
"Religious","Mixed",29,"South East","Academy",1841,"Good"
"Religious","Mixed",26.8,"South East","Foundation",770,"Requires Improvement"
"Religious","Mixed",26.5,"South East","Academy",812,"Good"
"Religious","Mixed",27.6,"South East","Academy",1076,"Good"
"Non-religious","Mixed",27.6,"South East","Academy",878,"Good"
"Religious","Mixed",28.3,"South East","Academy",1595,"Good"
"Non-religious","Mixed",28.7,"South East","Academy",1946,"Outstanding"
"Non-religious","Mixed",29,"South East","Community",625,"Good"
"Religious","Single-sex",29.4,"South East","Academy",1665,"Outstanding"
"Religious","Mixed",29.9,"South East","Academy",735,"Outstanding"
"Religious","Mixed",28.7,"South East","Academy",1037,"Good"
"Religious","Mixed",29.1,"South East","Foundation",1259,"Good"
"Religious","Mixed",29.3,"South East","Academy",1265,"Outstanding"
"Religious","Mixed",29.2,"South East","Academy",1537,"Outstanding"
"Religious","Mixed",26.6,"South East","Academy",644,"Good"
"Religious","Mixed",27.3,"South East","Foundation",462,"Requires Improvement"
"Non-religious","Mixed",27.9,"South East","Academy",1221,"Good"
"Non-religious","Mixed",27,"South East","Academy",877,"Inadequate"
"Non-religious","Mixed",26.3,"South East","Community",957,"Good"
"Non-religious","Mixed",28.1,"South East","Foundation",1961,"Good"
"Religious","Mixed",27.8,"South East","Voluntary",904,"Good"
"Non-religious","Mixed",27.7,"South East","Community",1243,"Outstanding"
"Non-religious","Mixed",28.2,"South East","Academy",905,"Good"
"Religious","Single-sex",29.5,"South East","Academy",1472,"Good"
"Religious","Mixed",27.7,"South East","Voluntary",995,"Good"
"Non-religious","Mixed",27,"South East","Academy",1078,"Requires Improvement"
"Religious","Mixed",27.4,"South East","Voluntary",997,"Outstanding"
"Religious","Mixed",29.2,"South East","Voluntary",1645,"Good"
"Religious","Mixed",29,"South East","Voluntary",1232,"Outstanding"
"Religious","Mixed",28.1,"South East","Voluntary",1045,"Good"
"Religious","Mixed",28.9,"South East","Voluntary",1122,"Outstanding"
"Religious","Mixed",29.6,"South East","Voluntary",1413,"Outstanding"
"Religious","Mixed",26.5,"South East","Academy",898,"Good"
"Religious","Mixed",28.6,"South East","Academy",1010,"Good"
"Non-religious","Mixed",27.2,"South East","Community",824,"Good"
"Religious","Mixed",26,"South East","Academy",579,"Good"
"Religious","Mixed",28.9,"South East","Academy",1628,"Outstanding"
"Non-religious","Mixed",27.5,"South East","Academy",1517,"Good"
"Non-religious","Mixed",25.8,"South East","Community",786,"Good"
"Religious","Mixed",29.6,"South East","Academy",1289,"Outstanding"
"Religious","Mixed",27.7,"South East","Foundation",1496,"Good"
"Religious","Mixed",28.2,"South East","Academy",1177,"Good"
"Non-religious","Mixed",28,"South East","Academy",530,"Good"
"Non-religious","Mixed",12.6,"South East","Community",105,"Outstanding"
"Non-religious","Mixed",13,"South East","Academy",110,"Good"
"Non-religious","Mixed",NA,"South East","Other",48,"Requires Improvement"
"Non-religious","Mixed",3.8,"South East","Community",79,"Good"
"Non-religious","Mixed",NA,"South East","Community",128,"Good"
"Non-religious","Mixed",10.5,"South East","Community",99,"Outstanding"
"Non-religious","Single-sex",NA,"South East","Other",32,"Inadequate"
"Non-religious","Single-sex",17.4,"South East","Community",74,"Outstanding"
"Non-religious","Mixed",7.3,"South East","Community",122,"Outstanding"
"Non-religious","Mixed",NA,"South East","Other",106,"Outstanding"
"Non-religious","Mixed",12,"South East","Community",96,"Outstanding"
"Non-religious","Mixed",12.8,"South East","Community",111,"Good"
"Non-religious","Mixed",NA,"South East","Community",65,"Good"
"Non-religious","Mixed",5.1,"South East","Community",104,"Outstanding"
"Religious","Mixed",NA,"South East","Other",93,"Good"
"Non-religious","Mixed",NA,"South East","Other",72,"Outstanding"
"Non-religious","Single-sex",15,"South East","Community",60,"Good"
"Non-religious","Mixed",NA,"South East","Other",72,"Good"
"Non-religious","Single-sex",18.8,"South East","Community",41,"Good"
"Non-religious","Single-sex",19.9,"South East","Community",82,"Outstanding"
"Non-religious","Mixed",NA,"South East","Community",69,"Outstanding"
"Non-religious","Mixed",13.4,"South East","Community",91,"Outstanding"
"Non-religious","Single-sex",21.4,"South East","Academy",57,"Good"
"Non-religious","Mixed",12.3,"South East","Community",116,"Good"
"Non-religious","Mixed",3,"South East","Community",84,"Outstanding"
"Non-religious","Mixed",28.5,"West Midlands","Academy",509,"Requires Improvement"
"Religious","Mixed",33,"West Midlands","Academy",1001,"Outstanding"
"Religious","Mixed",27.5,"West Midlands","Academy",916,"Good"
"Non-religious","Mixed",28.4,"West Midlands","Academy",1750,"Outstanding"
"Religious","Mixed",26.6,"West Midlands","Foundation",1098,"Good"
"Non-religious","Mixed",27.6,"West Midlands","Academy",730,"Good"
"Non-religious","Mixed",26.6,"West Midlands","Academy",1017,"Good"
"Non-religious","Mixed",26.2,"West Midlands","Academy",605,"Good"
"Non-religious","Mixed",28.2,"West Midlands","Academy",738,"Requires Improvement"
"Non-religious","Mixed",26.9,"West Midlands","Academy",721,"Requires Improvement"
"Religious","Mixed",26.7,"West Midlands","Academy",688,"Good"
"Religious","Mixed",26.3,"West Midlands","Academy",1029,"Good"
"Non-religious","Mixed",28.1,"West Midlands","Academy",603,"Good"
"Non-religious","Mixed",28.2,"West Midlands","Academy",1221,"Good"
"Religious","Mixed",29.2,"West Midlands","Foundation",1794,"Outstanding"
"Non-religious","Mixed",27.6,"West Midlands","Community",835,"Good"
"Religious","Single-sex",32.9,"West Midlands","Academy",681,"Outstanding"
"Religious","Single-sex",32.5,"West Midlands","Academy",908,"Outstanding"
"Non-religious","Mixed",26.3,"West Midlands","Other",86,"Requires Improvement"
"Religious","Mixed",28.4,"West Midlands","Academy",1645,"Good"
"Non-religious","Mixed",26.6,"West Midlands","Academy",1112,"Good"
"Non-religious","Mixed",28.2,"West Midlands","Community",1215,"Good"
"Non-religious","Mixed",25.3,"West Midlands","Academy",835,"Inadequate"
"Non-religious","Mixed",27.3,"West Midlands","Academy",1470,"Outstanding"
"Religious","Single-sex",32.8,"West Midlands","Academy",826,"Outstanding"
"Religious","Mixed",28.4,"West Midlands","Voluntary",711,"Outstanding"
"Non-religious","Mixed",26.8,"West Midlands","Academy",462,"Good"
"Non-religious","Mixed",28.4,"West Midlands","Community",1448,"Outstanding"
"Non-religious","Single-sex",33.1,"West Midlands","Academy",673,"Outstanding"
"Non-religious","Mixed",28,"West Midlands","Academy",1387,"Requires Improvement"
"Religious","Mixed",27.8,"West Midlands","Academy",710,"Outstanding"
"Religious","Mixed",27.6,"West Midlands","Voluntary",838,"Good"
"Non-religious","Mixed",8.3,"West Midlands","Community",166,"Good"
"Non-religious","Mixed",19.9,"West Midlands","Community",194,"Good"
"Non-religious","Mixed",5,"West Midlands","Academy",127,"Good"
"Non-religious","Single-sex",20.9,"West Midlands","Community",58,"Inadequate"
"Non-religious","Mixed",NA,"West Midlands","Other",26,"Outstanding"
"Non-religious","Mixed",11.2,"West Midlands","Community",148,"Good"
"Non-religious","Mixed",5.1,"West Midlands","Community",162,"Good"
"Non-religious","Mixed",8.7,"West Midlands","Community",168,"Good"
"Non-religious","Mixed",26.6,"South East","Academy",449,"Requires Improvement"
"Non-religious","Mixed",27.9,"South East","Community",1491,"Good"
"Religious","Mixed",29.4,"South East","Academy",1412,"Outstanding"
"Religious","Mixed",27.4,"South East","Foundation",733,"Good"
"Religious","Mixed",27.1,"South East","Voluntary",620,"Good"
"Religious","Mixed",NA,"South East","Academy",357,"Good"
"Non-religious","Single-sex",27.6,"South East","Academy",779,"Requires Improvement"
"Non-religious","Single-sex",28.1,"South East","Academy",887,"Outstanding"
"Religious","Single-sex",28.4,"South East","Voluntary",1005,"Good"
"Non-religious","Mixed",29.3,"South East","Community",1019,"Good"
